Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,50.000000 ,200.000000 ,560.000000 ,1400.000000 ,3500.000000 ,7500.000000 ,16000.000000 ,36000.000000  
12/04/2014 18:00,735701.750000,3.000000,1,1,1,0.273415,0.275810,0.282684,0.301968,0.321265,0.395142,0.481620,0.508832,0.520286 
12/04/2014 19:00,735701.791667,3.041667,1,1,1,0.273616,0.275768,0.282725,0.301914,0.321262,0.395097,0.481293,0.508621,0.520167 
12/04/2014 20:00,735701.833333,3.083333,1,1,1,0.273874,0.275788,0.282773,0.301861,0.321259,0.395052,0.480969,0.508411,0.520048 
12/04/2014 21:00,735701.875000,3.125000,1,1,1,0.274084,0.275841,0.282820,0.301808,0.321256,0.395007,0.480648,0.508203,0.519930 
12/04/2014 22:00,735701.916667,3.166667,1,1,1,0.274297,0.275921,0.282867,0.301756,0.321253,0.394963,0.480330,0.507996,0.519813 
12/04/2014 23:00,735701.958333,3.208333,1,1,1,0.274490,0.276016,0.282913,0.301705,0.321250,0.394918,0.480016,0.507791,0.519695 
13/04/2014 00:00,735702.000000,3.250000,1,1,1,0.274673,0.276124,0.282959,0.301654,0.321247,0.394873,0.479704,0.507587,0.519579 
13/04/2014 01:00,735702.041667,3.291667,1,1,1,0.274814,0.276234,0.283005,0.301604,0.321244,0.394829,0.479396,0.507384,0.519463 
13/04/2014 02:00,735702.083333,3.333333,1,1,1,0.274951,0.276345,0.283051,0.301555,0.321241,0.394784,0.479090,0.507182,0.519347 
13/04/2014 03:00,735702.125000,3.375000,1,1,1,0.275096,0.276459,0.283098,0.301506,0.321237,0.394739,0.478787,0.506982,0.519232 
13/04/2014 04:00,735702.166667,3.416667,1,1,1,0.275241,0.276573,0.283144,0.301458,0.321234,0.394695,0.478487,0.506783,0.519117 
13/04/2014 05:00,735702.208333,3.458333,1,1,1,0.275368,0.276686,0.283191,0.301411,0.321230,0.394650,0.478190,0.506586,0.519002 
13/04/2014 06:00,735702.250000,3.500000,1,1,1,0.275493,0.276797,0.283237,0.301364,0.321227,0.394605,0.477896,0.506389,0.518888 
13/04/2014 07:00,735702.291667,3.541667,1,1,1,0.275581,0.276874,0.283255,0.301318,0.321223,0.394561,0.477604,0.506194,0.518775 
13/04/2014 08:00,735702.333333,3.583333,1,1,1,0.275666,0.276869,0.283191,0.301271,0.321220,0.394516,0.477315,0.506000,0.518662 
13/04/2014 09:00,735702.375000,3.625000,1,1,1,0.275166,0.276527,0.282848,0.301224,0.321216,0.394472,0.477028,0.505807,0.518549 
13/04/2014 10:00,735702.416667,3.666667,1,1,1,0.273985,0.275738,0.282166,0.301173,0.321212,0.394427,0.476744,0.505615,0.518437 
13/04/2014 11:00,735702.458333,3.708333,1,1,1,0.272028,0.274479,0.281173,0.301118,0.321209,0.394383,0.476463,0.505425,0.518325 
13/04/2014 12:00,735702.500000,3.750000,1,1,1,0.269407,0.272819,0.279977,0.301057,0.321205,0.394338,0.476184,0.505235,0.518214 
13/04/2014 13:00,735702.541667,3.791667,1,1,1,0.267032,0.271026,0.278748,0.300991,0.321201,0.394294,0.475907,0.505047,0.518103 
13/04/2014 14:00,735702.583333,3.833333,1,1,1,0.265002,0.269237,0.277543,0.300919,0.321197,0.394250,0.475632,0.504859,0.517993 
13/04/2014 15:00,735702.625000,3.875000,1,1,1,0.262997,0.267493,0.276391,0.300841,0.321193,0.394205,0.475360,0.504673,0.517883 
13/04/2014 16:00,735702.666667,3.916667,1,1,1,0.262097,0.266443,0.275794,0.300761,0.321189,0.394161,0.475090,0.504488,0.517773 
13/04/2014 17:00,735702.708333,3.958333,1,1,1,0.262463,0.266106,0.275694,0.300680,0.321184,0.394117,0.474823,0.504304,0.517664 
13/04/2014 18:00,735702.750000,4.000000,1,1,1,0.262704,0.266010,0.275734,0.300601,0.321180,0.394072,0.474557,0.504121,0.517555 
13/04/2014 19:00,735702.791667,4.041667,1,1,1,0.262778,0.265986,0.275802,0.300523,0.321175,0.394028,0.474294,0.503939,0.517446 
13/04/2014 20:00,735702.833333,4.083333,1,1,1,0.262921,0.266004,0.275875,0.300446,0.321171,0.393984,0.474033,0.503758,0.517338 
